conversation_index,turn_index,num_prefill_tokens,num_decode_tokens,num_total_tokens,pd_ratio
790,1,2326,602,2928,3.8637873754152823
791,1,50,794,844,0.06297229219143577
791,2,866,636,1502,1.3616352201257862
791,3,2061,654,2715,3.1513761467889907
792,1,34,186,220,0.1827956989247312
792,2,274,250,524,1.096
792,3,612,294,906,2.0816326530612246
792,4,959,237,1196,4.046413502109704
792,5,1263,353,1616,3.5779036827195467
792,6,1785,359,2144,4.972144846796658
793,1,942,1152,2094,0.8177083333333334
793,2,2142,1279,3421,1.6747458952306489
793,3,6987,881,7868,7.930760499432463
794,1,118,430,548,0.2744186046511628
794,2,550,379,929,1.4511873350923483
794,3,1018,245,1263,4.155102040816327
794,4,1265,355,1620,3.563380281690141
794,5,1665,364,2029,4.574175824175824
795,1,26,306,332,0.08496732026143791
796,1,22,1008,1030,0.021825396825396824
797,1,662,92,754,7.195652173913044
797,2,898,360,1258,2.4944444444444445
797,3,1286,87,1373,14.781609195402298
797,4,1379,736,2115,1.8736413043478262
797,5,2153,765,2918,2.8143790849673205
797,6,2944,348,3292,8.459770114942529
797,7,3321,433,3754,7.669745958429561
797,8,3756,297,4053,12.646464646464647
797,9,4124,518,4642,7.961389961389961
797,10,4666,755,5421,6.180132450331126
798,1,845,438,1283,1.9292237442922375
798,2,1293,330,1623,3.918181818181818
798,3,3791,12,3803,315.9166666666667
798,4,5833,12,5845,486.0833333333333
798,5,6177,12,6189,514.75
799,1,15,549,564,0.0273224043715847
799,2,579,500,1079,1.158
800,1,138,4,142,34.5
800,2,446,4,450,111.5
800,3,457,19,476,24.05263157894737
800,4,643,4,647,160.75
800,5,682,727,1409,0.938101788170564
801,1,103,224,327,0.45982142857142855
802,1,36,38,74,0.9473684210526315
802,2,587,122,709,4.811475409836065
802,3,744,591,1335,1.2588832487309645
802,4,1348,698,2046,1.9312320916905443
802,5,2059,1023,3082,2.0127077223851417
802,6,3090,425,3515,7.270588235294118
802,7,3537,962,4499,3.676715176715177
802,8,4507,638,5145,7.064263322884012
802,9,5194,773,5967,6.719275549805951
803,1,19,341,360,0.05571847507331378
803,2,371,484,855,0.7665289256198347
804,1,6,44,50,0.13636363636363635
804,2,1559,357,1916,4.366946778711484
804,3,1922,285,2207,6.743859649122807
805,1,21,657,678,0.0319634703196347
806,1,39,29,68,1.3448275862068966
807,1,729,323,1052,2.2569659442724457
807,2,1066,645,1711,1.6527131782945736
807,3,1720,638,2358,2.695924764890282
807,4,2366,662,3028,3.5740181268882174
808,1,95,538,633,0.17657992565055763
808,2,728,537,1265,1.355679702048417
808,3,1362,590,1952,2.3084745762711862
808,4,1989,919,2908,2.1643090315560394
808,5,2947,810,3757,3.6382716049382715
808,6,3811,824,4635,4.625
809,1,32,976,1008,0.03278688524590164
810,1,33,793,826,0.0416141235813367
811,1,550,307,857,1.791530944625407
811,2,1383,264,1647,5.238636363636363
811,3,1848,298,2146,6.201342281879195
811,4,2180,950,3130,2.294736842105263
811,5,3145,1009,4154,3.1169474727452924
811,6,4157,794,4951,5.23551637279597
811,7,4987,427,5414,11.679156908665105
811,8,5437,1012,6449,5.372529644268774
812,1,735,386,1121,1.9041450777202074
812,2,1137,201,1338,5.656716417910448
812,3,1346,160,1506,8.4125
812,4,1518,249,1767,6.096385542168675
812,5,1784,257,2041,6.941634241245136
812,6,2063,390,2453,5.28974358974359
812,7,2467,263,2730,9.38022813688213
813,1,46,611,657,0.07528641571194762
813,2,667,489,1156,1.3640081799591002
813,3,1164,392,1556,2.9693877551020407
813,4,1585,77,1662,20.584415584415584
813,5,1673,360,2033,4.647222222222222
813,6,2050,442,2492,4.638009049773756
813,7,2504,492,2996,5.0894308943089435
813,8,3039,255,3294,11.91764705882353
813,9,3380,481,3861,7.027027027027027
813,10,3881,551,4432,7.043557168784029
813,11,4439,456,4895,9.734649122807017
813,12,4920,397,5317,12.39294710327456
813,13,5376,321,5697,16.747663551401867
813,14,5728,527,6255,10.869070208728653
813,15,6281,155,6436,40.52258064516129
813,16,6984,344,7328,20.302325581395348
813,17,7351,654,8005,11.240061162079511
814,1,31,357,388,0.08683473389355742
814,2,398,143,541,2.7832167832167833
814,3,567,437,1004,1.297482837528604
814,4,1009,605,1614,1.6677685950413224
814,5,1644,564,2208,2.9148936170212765
814,6,2225,542,2767,4.105166051660516
814,7,2779,479,3258,5.801670146137787
814,8,3280,433,3713,7.575057736720554
814,9,3725,525,4250,7.095238095238095
814,10,4292,437,4729,9.821510297482838
814,11,4743,434,5177,10.928571428571429
814,12,5205,75,5280,69.4
814,13,5284,79,5363,66.88607594936708
814,14,5380,73,5453,73.6986301369863
814,15,5466,663,6129,8.244343891402714
814,16,6197,804,7001,7.70771144278607
814,17,7283,743,8026,9.802153432032302
815,1,518,145,663,3.5724137931034483
815,2,703,713,1416,0.9859747545582047
815,3,1536,842,2378,1.824228028503563
815,4,2470,315,2785,7.841269841269841
815,5,2830,285,3115,9.929824561403509
815,6,3189,362,3551,8.80939226519337
815,7,3792,854,4646,4.4402810304449645
815,8,4675,946,5621,4.941860465116279
816,1,28,618,646,0.045307443365695796
816,2,665,454,1119,1.4647577092511013
816,3,1128,565,1693,1.9964601769911505
816,4,1701,565,2266,3.010619469026549
817,1,71,507,578,0.14003944773175542
817,2,613,674,1287,0.9094955489614244
817,3,1344,623,1967,2.157303370786517
817,4,2040,530,2570,3.849056603773585
817,5,2600,486,3086,5.349794238683128
818,1,31,394,425,0.07868020304568528
819,1,1086,687,1773,1.5807860262008733
820,1,15,793,808,0.018915510718789406
820,2,830,334,1164,2.4850299401197606
820,3,1173,491,1664,2.389002036659878
820,4,1740,323,2063,5.386996904024768
820,5,2086,435,2521,4.795402298850575
820,6,2533,91,2624,27.835164835164836
820,7,2672,723,3395,3.695712309820194
820,8,3401,352,3753,9.661931818181818
821,1,155,542,697,0.2859778597785978
821,2,709,709,1418,1.0
821,3,1429,599,2028,2.385642737896494
822,1,91,113,204,0.8053097345132744
822,2,321,513,834,0.6257309941520468
822,3,871,513,1384,1.6978557504873295
822,4,1434,822,2256,1.7445255474452555
823,1,28,37,65,0.7567567567567568
823,2,73,296,369,0.24662162162162163
823,3,386,173,559,2.23121387283237
824,1,1850,517,2367,3.5783365570599615
824,2,4221,428,4649,9.86214953271028
824,3,6511,390,6901,16.694871794871794
825,1,22,241,263,0.0912863070539419
825,2,297,568,865,0.522887323943662
826,1,414,24,438,17.25
826,2,1107,25,1132,44.28
826,3,1832,24,1856,76.33333333333333
826,4,2507,23,2530,109.0
826,5,3184,24,3208,132.66666666666666
826,6,3920,23,3943,170.43478260869566
826,7,4638,179,4817,25.910614525139664
826,8,4829,38,4867,127.07894736842105
826,9,4880,47,4927,103.82978723404256
826,10,4987,65,5052,76.72307692307692
826,11,5111,94,5205,54.37234042553192
826,12,5857,139,5996,42.13669064748201
826,13,6445,351,6796,18.36182336182336
826,14,6801,322,7123,21.12111801242236
827,1,271,956,1227,0.2834728033472803
827,2,1235,948,2183,1.3027426160337552
827,3,2191,453,2644,4.836644591611479
827,4,5716,628,6344,9.101910828025478
827,5,6401,651,7052,9.832565284178187
827,6,7094,866,7960,8.191685912240185
828,1,436,1008,1444,0.43253968253968256
828,2,1447,603,2050,2.399668325041459
828,3,2053,497,2550,4.130784708249497
828,4,2568,736,3304,3.489130434782609
828,5,3316,28,3344,118.42857142857143
828,6,3353,499,3852,6.719438877755511
828,7,3860,729,4589,5.2949245541838135
828,8,4623,399,5022,11.586466165413533
828,9,5024,228,5252,22.035087719298247
829,1,18,89,107,0.20224719101123595
829,2,118,204,322,0.5784313725490197
829,3,334,425,759,0.7858823529411765
829,4,771,209,980,3.688995215311005
829,5,992,371,1363,2.673854447439353
829,6,1375,305,1680,4.508196721311475
829,7,1698,446,2144,3.807174887892377
829,8,2159,331,2490,6.522658610271903
829,9,2505,348,2853,7.198275862068965
829,10,2871,405,3276,7.088888888888889
829,11,3311,359,3670,9.222841225626741
829,12,3703,417,4120,8.880095923261392
829,13,4127,88,4215,46.89772727272727
829,14,4223,229,4452,18.441048034934497
829,15,4485,447,4932,10.033557046979865
829,16,4950,452,5402,10.951327433628318
829,17,5412,239,5651,22.644351464435147
829,18,5666,67,5733,84.56716417910448
830,1,709,396,1105,1.7904040404040404
830,2,1121,428,1549,2.619158878504673
831,1,83,378,461,0.21957671957671956
831,2,472,47,519,10.042553191489361
831,3,525,162,687,3.240740740740741
831,4,698,3,701,232.66666666666666
831,5,715,139,854,5.143884892086331
831,6,870,205,1075,4.2439024390243905
831,7,1093,232,1325,4.711206896551724
831,8,1346,144,1490,9.347222222222221
832,1,166,861,1027,0.19279907084785133
832,2,1042,644,1686,1.6180124223602483
833,1,68,797,865,0.08531994981179424
833,2,868,592,1460,1.4662162162162162
834,1,17,713,730,0.023842917251051893
835,1,1968,179,2147,10.994413407821229
836,1,35,682,717,0.051319648093841645
836,2,728,834,1562,0.8729016786570744
836,3,1573,560,2133,2.8089285714285714
836,4,2146,228,2374,9.412280701754385
836,5,2392,263,2655,9.095057034220533
836,6,2680,471,3151,5.690021231422505
836,7,3185,496,3681,6.421370967741935
836,8,3692,657,4349,5.619482496194825
836,9,4367,470,4837,9.291489361702128
837,1,451,270,721,1.6703703703703703
837,2,743,81,824,9.17283950617284
837,3,854,26,880,32.84615384615385
837,4,911,348,1259,2.617816091954023
837,5,1277,136,1413,9.389705882352942
838,1,47,513,560,0.09161793372319688
839,1,78,952,1030,0.0819327731092437
839,2,1047,647,1694,1.6182380216383307
839,3,1750,322,2072,5.434782608695652
839,4,2115,324,2439,6.527777777777778
839,5,2518,905,3423,2.7823204419889502
839,6,3481,372,3853,9.35752688172043
839,7,3921,472,4393,8.307203389830509
839,8,4466,922,5388,4.843817787418655
839,9,5479,932,6411,5.878755364806867
839,10,6490,309,6799,21.003236245954692
839,11,6801,195,6996,34.87692307692308
839,12,6998,154,7152,45.44155844155844
839,13,7154,275,7429,26.014545454545456
839,14,7431,208,7639,35.72596153846154
840,1,390,368,758,1.059782608695652
840,2,1592,597,2189,2.6666666666666665
840,3,2924,59,2983,49.559322033898304
840,4,3771,614,4385,6.141693811074918
840,5,4392,212,4604,20.71698113207547
840,6,4615,709,5324,6.5091678420310295
840,7,5336,593,5929,8.99831365935919
840,8,5970,354,6324,16.864406779661017
840,9,6339,707,7046,8.966053748231966
840,10,7075,339,7414,20.870206489675518
841,1,1215,359,1574,3.384401114206128
841,2,1992,505,2497,3.9445544554455445
841,3,2513,646,3159,3.890092879256966
842,1,2899,387,3286,7.4909560723514215
842,2,3288,404,3692,8.138613861386139
842,3,3767,301,4068,12.514950166112957
842,4,4070,360,4430,11.305555555555555
842,5,4595,319,4914,14.404388714733543
842,6,4958,359,5317,13.81058495821727
842,7,5563,378,5941,14.716931216931217
843,1,78,441,519,0.17687074829931973
843,2,528,707,1235,0.7468175388967468
844,1,15,508,523,0.02952755905511811
845,1,73,780,853,0.09358974358974359
845,2,927,556,1483,1.6672661870503598
846,1,31,615,646,0.05040650406504065
846,2,669,468,1137,1.4294871794871795
846,3,1166,196,1362,5.948979591836735
846,4,1371,427,1798,3.210772833723653
846,5,1828,198,2026,9.232323232323232
846,6,2053,477,2530,4.30398322851153
847,1,99,401,500,0.24688279301745636
848,1,69,996,1065,0.06927710843373494
848,2,1152,506,1658,2.2766798418972334
848,3,1706,535,2241,3.188785046728972
848,4,2253,563,2816,4.001776198934281
848,5,2859,512,3371,5.583984375
848,6,3448,471,3919,7.320594479830149
848,7,3966,619,4585,6.407108239095315
848,8,4621,902,5523,5.123059866962306
848,9,5532,981,6513,5.63914373088685
848,10,6542,563,7105,11.619893428063943
848,11,7139,562,7701,12.702846975088969
849,1,91,397,488,0.22921914357682618
849,2,492,384,876,1.28125
849,3,924,422,1346,2.18957345971564
849,4,1412,408,1820,3.4607843137254903
849,5,1824,384,2208,4.75
849,6,2269,410,2679,5.534146341463415
849,7,2683,454,3137,5.909691629955947
849,8,3171,370,3541,8.57027027027027
849,9,3545,446,3991,7.948430493273543
849,10,3997,451,4448,8.862527716186253
849,11,4486,405,4891,11.076543209876544
849,12,4900,172,5072,28.488372093023255
850,1,176,409,585,0.43031784841075793
850,2,587,446,1033,1.3161434977578474
850,3,2453,314,2767,7.812101910828026
850,4,2769,145,2914,19.09655172413793
850,5,2961,283,3244,10.462897526501767
850,6,3273,520,3793,6.2942307692307695
850,7,3795,367,4162,10.340599455040872
850,8,4259,522,4781,8.159003831417625
850,9,4864,403,5267,12.069478908188586
850,10,5269,342,5611,15.40643274853801
851,1,237,538,775,0.44052044609665425
852,1,315,319,634,0.987460815047022
852,2,807,344,1151,2.3459302325581395
852,3,1290,330,1620,3.909090909090909
852,4,1760,299,2059,5.88628762541806
852,5,2167,267,2434,8.116104868913858
853,1,10,624,634,0.016025641025641024
853,2,688,646,1334,1.065015479876161
854,1,22,191,213,0.11518324607329843
854,2,226,324,550,0.6975308641975309
854,3,563,310,873,1.8161290322580645
854,4,889,365,1254,2.4356164383561643
854,5,1275,228,1503,5.592105263157895
855,1,87,801,888,0.10861423220973783
855,2,912,640,1552,1.425
855,3,1566,423,1989,3.702127659574468
855,4,2002,429,2431,4.666666666666667
855,5,2449,526,2975,4.655893536121673
855,6,2988,580,3568,5.151724137931034
856,1,57,245,302,0.23265306122448978
856,2,343,243,586,1.4115226337448559
856,3,833,291,1124,2.8625429553264605
856,4,1185,242,1427,4.896694214876033
856,5,1485,232,1717,6.400862068965517
856,6,1906,280,2186,6.807142857142857
856,7,2550,355,2905,7.183098591549296
856,8,3108,921,4029,3.3745928338762217
856,9,4267,965,5232,4.421761658031088
857,1,36,63,99,0.5714285714285714
858,1,78,463,541,0.16846652267818574
858,2,576,1000,1576,0.576
858,3,1591,918,2509,1.733115468409586
858,4,2533,691,3224,3.6657018813314037
858,5,3261,972,4233,3.3549382716049383
858,6,4248,39,4287,108.92307692307692
858,7,4315,996,5311,4.332329317269076
858,8,5328,764,6092,6.973821989528796
858,9,6148,300,6448,20.493333333333332
858,10,6510,882,7392,7.380952380952381
859,1,130,2475,2605,0.052525252525252523
860,1,68,1006,1074,0.06759443339960239
860,2,1112,489,1601,2.2740286298568506
861,1,18,963,981,0.018691588785046728
861,2,989,905,1894,1.0928176795580111
862,1,25,557,582,0.04488330341113106
862,2,604,569,1173,1.0615114235500878
862,3,1190,562,1752,2.117437722419929
862,4,1767,597,2364,2.959798994974874
862,5,2392,47,2439,50.8936170212766
863,1,22,337,359,0.06528189910979229
863,2,371,426,797,0.8708920187793427
863,3,818,267,1085,3.0636704119850187
863,4,1108,362,1470,3.0607734806629834
863,5,1499,328,1827,4.570121951219512
863,6,1850,358,2208,5.167597765363128
864,1,12,378,390,0.031746031746031744
864,2,429,649,1078,0.6610169491525424
865,1,1850,517,2367,3.5783365570599615
865,2,4221,428,4649,9.86214953271028
865,3,6511,390,6901,16.694871794871794
866,1,240,581,821,0.41308089500860584
867,1,32,404,436,0.07920792079207921
868,1,432,37,469,11.675675675675675
868,2,864,965,1829,0.8953367875647669
869,1,498,18,516,27.666666666666668
869,2,528,49,577,10.775510204081632
869,3,603,121,724,4.983471074380165
869,4,734,134,868,5.477611940298507
869,5,897,216,1113,4.152777777777778
869,6,1126,57,1183,19.75438596491228
869,7,1194,279,1473,4.279569892473118
869,8,1483,186,1669,7.973118279569892
870,1,160,41,201,3.902439024390244
870,2,236,266,502,0.8872180451127819
871,1,24,591,615,0.04060913705583756
871,2,680,469,1149,1.4498933901918976
871,3,1173,311,1484,3.7717041800643085
871,4,1505,268,1773,5.615671641791045
871,5,1861,789,2650,2.358681875792142
871,6,2680,490,3170,5.469387755102041
872,1,32,593,625,0.05396290050590219
872,2,661,611,1272,1.0818330605564648
872,3,1307,702,2009,1.8618233618233617
872,4,2277,888,3165,2.564189189189189
872,5,3245,662,3907,4.901812688821752
872,6,3960,669,4629,5.9192825112107625
872,7,4666,727,5393,6.418156808803301
872,8,5459,622,6081,8.77652733118971
872,9,6131,752,6883,8.152925531914894
872,10,7008,879,7887,7.972696245733788
873,1,33,469,502,0.07036247334754797
873,2,537,587,1124,0.9148211243611585
873,3,1235,709,1944,1.7418899858956276
873,4,2003,734,2737,2.7288828337874658
873,5,2782,698,3480,3.98567335243553
873,6,3502,498,4000,7.032128514056225
873,7,4021,636,4657,6.322327044025157
873,8,4685,687,5372,6.819505094614265
873,9,5825,511,6336,11.399217221135029
873,10,6816,943,7759,7.2279957582184515
873,11,7767,157,7924,49.47133757961783
874,1,15,278,293,0.0539568345323741
874,2,440,758,1198,0.5804749340369393
874,3,1267,975,2242,1.2994871794871794
874,4,2330,714,3044,3.2633053221288515
874,5,3091,811,3902,3.81134401972873
874,6,3931,839,4770,4.685339690107271
874,7,4802,915,5717,5.248087431693989
874,8,5788,882,6670,6.562358276643991
874,9,6698,771,7469,8.687418936446173
875,1,8,239,247,0.03347280334728033
875,2,251,290,541,0.8655172413793103
875,3,545,295,840,1.847457627118644
875,4,860,310,1170,2.774193548387097
875,5,1174,229,1403,5.126637554585153
876,1,51,461,512,0.11062906724511931
876,2,517,773,1290,0.6688227684346701
877,1,46,695,741,0.06618705035971223
877,2,799,709,1508,1.1269393511988717
877,3,1597,682,2279,2.341642228739003
877,4,2316,740,3056,3.1297297297297297
877,5,3087,515,3602,5.994174757281553
877,6,3645,683,4328,5.33674963396779
877,7,4362,677,5039,6.443131462333826
877,8,5067,690,5757,7.343478260869565
877,9,5810,731,6541,7.948016415868673
877,10,6584,653,7237,10.082695252679938
877,11,7270,719,7989,10.111265646731571
878,1,15,491,506,0.03054989816700611
878,2,538,479,1017,1.1231732776617953
878,3,1031,498,1529,2.070281124497992
878,4,1539,736,2275,2.0910326086956523
878,5,2296,332,2628,6.9156626506024095
879,1,192,18,210,10.666666666666666
880,1,152,200,352,0.76
880,2,360,204,564,1.7647058823529411
880,3,580,737,1317,0.7869742198100407
880,4,1349,791,2140,1.7054361567635903
880,5,2317,675,2992,3.4325925925925924
880,6,3002,234,3236,12.82905982905983
880,7,3258,214,3472,15.22429906542056
880,8,3491,325,3816,10.741538461538461
880,9,3826,310,4136,12.341935483870968
881,1,21,474,495,0.04430379746835443
881,2,519,906,1425,0.5728476821192053
881,3,1501,720,2221,2.084722222222222
881,4,2243,479,2722,4.682672233820459
881,5,2738,923,3661,2.9664138678223186
881,6,3705,601,4306,6.164725457570715
881,7,4379,700,5079,6.255714285714285
881,8,5113,589,5702,8.68081494057725
881,9,5724,390,6114,14.676923076923076
881,10,6136,822,6958,7.464720194647202
881,11,6984,782,7766,8.930946291560103
882,1,574,392,966,1.4642857142857142
882,2,1313,506,1819,2.5948616600790513
883,1,196,862,1058,0.2273781902552204
883,2,1066,948,2014,1.1244725738396624
883,3,2030,67,2097,30.29850746268657
883,4,2106,906,3012,2.3245033112582782
883,5,3217,840,4057,3.829761904761905
884,1,1705,763,2468,2.2346002621231977
884,2,2524,97,2621,26.02061855670103
884,3,2632,103,2735,25.553398058252426
884,4,2737,36,2773,76.02777777777777
884,5,2784,176,2960,15.818181818181818
885,1,80,615,695,0.13008130081300814
885,2,701,264,965,2.6553030303030303
885,3,990,160,1150,6.1875
885,4,1175,214,1389,5.490654205607477
885,5,1396,339,1735,4.117994100294985
886,1,31,381,412,0.08136482939632546
886,2,461,143,604,3.2237762237762237
887,1,90,206,296,0.4368932038834951
887,2,305,181,486,1.6850828729281768
887,3,515,233,748,2.2103004291845494
888,1,85,586,671,0.14505119453924914
888,2,697,740,1437,0.9418918918918919
889,1,12,767,779,0.01564537157757497
890,1,150,1018,1168,0.14734774066797643
890,2,1184,985,2169,1.202030456852792
890,3,2189,999,3188,2.191191191191191
890,4,3203,945,4148,3.389417989417989
891,1,33,336,369,0.09821428571428571
892,1,239,124,363,1.9274193548387097
892,2,445,89,534,5.0
892,3,563,184,747,3.0597826086956523
892,4,991,211,1202,4.696682464454977
892,5,1234,255,1489,4.8392156862745095
892,6,1503,200,1703,7.515
892,7,1781,282,2063,6.315602836879433
892,8,2079,167,2246,12.449101796407186
892,9,2287,278,2565,8.226618705035971
892,10,2643,117,2760,22.58974358974359
892,11,3070,507,3577,6.055226824457594
892,12,3593,167,3760,21.51497005988024
892,13,3772,206,3978,18.310679611650485
892,14,4209,845,5054,4.981065088757396
892,15,5068,309,5377,16.401294498381876
892,16,5393,386,5779,13.971502590673575
892,17,5790,481,6271,12.037422037422038
893,1,13,307,320,0.04234527687296417
893,2,345,708,1053,0.4872881355932203
893,3,1086,1042,2128,1.0422264875239924
893,4,2131,354,2485,6.019774011299435
894,1,17,419,436,0.0405727923627685
894,2,453,395,848,1.1468354430379746
894,3,872,437,1309,1.9954233409610984
894,4,1348,419,1767,3.217183770883055
894,5,1769,403,2172,4.389578163771712
894,6,2174,382,2556,5.69109947643979
894,7,2558,386,2944,6.626943005181347
894,8,2946,393,3339,7.4961832061068705
894,9,3341,399,3740,8.3734335839599
894,10,3742,466,4208,8.030042918454935
895,1,51,143,194,0.35664335664335667
895,2,242,432,674,0.5601851851851852
895,3,687,293,980,2.3447098976109215
895,4,997,191,1188,5.219895287958115
895,5,1304,448,1752,2.9107142857142856
895,6,1832,356,2188,5.146067415730337
895,7,2237,480,2717,4.660416666666666
895,8,2769,441,3210,6.27891156462585
895,9,3290,156,3446,21.08974358974359
895,10,3475,28,3503,124.10714285714286
895,11,3568,66,3634,54.06060606060606
895,12,3726,90,3816,41.4
895,13,3864,101,3965,38.257425742574256
895,14,4262,378,4640,11.275132275132275
895,15,4774,394,5168,12.116751269035532
895,16,5367,382,5749,14.049738219895287
895,17,5923,115,6038,51.504347826086956
895,18,6091,275,6366,22.14909090909091
895,19,6451,356,6807,18.120786516853933
895,20,6946,282,7228,24.631205673758867
895,21,7569,437,8006,17.320366132723112
896,1,306,41,347,7.463414634146342
896,2,502,600,1102,0.8366666666666667
896,3,1111,197,1308,5.6395939086294415
896,4,1330,573,1903,2.3211169284467714
896,5,1941,158,2099,12.284810126582279
896,6,2114,540,2654,3.914814814814815
896,7,2694,323,3017,8.340557275541796
897,1,2314,55,2369,42.07272727272727
897,2,2384,179,2563,13.318435754189943
897,3,2588,193,2781,13.409326424870466
897,4,2801,240,3041,11.670833333333333
897,5,3059,188,3247,16.27127659574468
897,6,3854,258,4112,14.937984496124031
897,7,4123,206,4329,20.014563106796118
897,8,4343,334,4677,13.002994011976048
897,9,4691,235,4926,19.961702127659574
897,10,4948,403,5351,12.277915632754343
897,11,5365,344,5709,15.595930232558139
897,12,5779,412,6191,14.026699029126213
898,1,156,27,183,5.777777777777778
898,2,1974,28,2002,70.5
898,3,2080,259,2339,8.03088803088803
898,4,2380,240,2620,9.916666666666666
898,5,2633,213,2846,12.36150234741784
898,6,2860,243,3103,11.76954732510288
898,7,3115,230,3345,13.543478260869565
898,8,3350,381,3731,8.79265091863517
898,9,3736,41,3777,91.1219512195122
899,1,24,672,696,0.03571428571428571
900,1,130,446,576,0.2914798206278027
900,2,584,413,997,1.414043583535109
900,3,1013,276,1289,3.670289855072464
900,4,1297,462,1759,2.8073593073593073
900,5,1767,629,2396,2.809220985691574
901,1,59,604,663,0.09768211920529801
902,1,18,470,488,0.03829787234042553
903,1,5359,585,5944,9.16068376068376
904,1,29,39,68,0.7435897435897436
904,2,70,13,83,5.384615384615385
904,3,89,15,104,5.933333333333334
904,4,106,11,117,9.636363636363637
904,5,120,12,132,10.0
904,6,134,12,146,11.166666666666666
904,7,149,11,160,13.545454545454545
904,8,170,21,191,8.095238095238095
904,9,196,4,200,49.0
904,10,205,18,223,11.38888888888889
904,11,225,41,266,5.487804878048781
904,12,271,5,276,54.2
904,13,289,60,349,4.816666666666666
904,14,355,18,373,19.72222222222222
904,15,376,54,430,6.962962962962963
904,16,466,88,554,5.295454545454546
905,1,32,781,813,0.040973111395646605
905,2,834,1025,1859,0.8136585365853658
905,3,1869,209,2078,8.942583732057416
905,4,2123,437,2560,4.85812356979405
905,5,2597,322,2919,8.065217391304348
905,6,2964,683,3647,4.339677891654466
905,7,3673,725,4398,5.066206896551724
905,8,4409,639,5048,6.899843505477309
906,1,96,579,675,0.16580310880829016
906,2,694,201,895,3.4527363184079602
907,1,78,372,450,0.20967741935483872
908,1,1898,640,2538,2.965625
908,2,2554,214,2768,11.934579439252337
909,1,150,22,172,6.818181818181818
909,2,668,826,1494,0.8087167070217918
909,3,1568,799,2367,1.962453066332916
909,4,2602,795,3397,3.2729559748427675
909,5,3429,911,4340,3.7639956092206366
909,6,4350,829,5179,5.247285886610374
910,1,49,118,167,0.4152542372881356
910,2,1723,416,2139,4.141826923076923
910,3,2170,179,2349,12.12290502793296
910,4,2358,328,2686,7.189024390243903
910,5,2723,109,2832,24.98165137614679
910,6,2865,353,3218,8.11614730878187
910,7,3235,178,3413,18.174157303370787
910,8,3426,229,3655,14.960698689956331
910,9,3682,381,4063,9.664041994750656
910,10,4071,189,4260,21.53968253968254
910,11,4278,259,4537,16.517374517374517
910,12,4553,228,4781,19.969298245614034
910,13,4798,233,5031,20.59227467811159
910,14,5039,258,5297,19.531007751937985
910,15,5321,164,5485,32.44512195121951
910,16,5494,228,5722,24.096491228070175
910,17,5732,249,5981,23.02008032128514
910,18,5997,320,6317,18.740625
910,19,6358,328,6686,19.384146341463413
910,20,6701,414,7115,16.185990338164252
910,21,7148,274,7422,26.087591240875913
910,22,7435,272,7707,27.334558823529413
910,23,7741,260,8001,29.773076923076925
911,1,1394,937,2331,1.487726787620064
911,2,2334,420,2754,5.557142857142857
911,3,2826,646,3472,4.374613003095975
911,4,3518,529,4047,6.650283553875236
911,5,4068,463,4531,8.786177105831534
911,6,4568,639,5207,7.148669796557121
911,7,5235,545,5780,9.605504587155963
911,8,5789,394,6183,14.692893401015228
911,9,6191,562,6753,11.016014234875446
911,10,6922,217,7139,31.898617511520737
911,11,7253,594,7847,12.210437710437711
912,1,24,191,215,0.1256544502617801
912,2,305,171,476,1.7836257309941521
913,1,1724,899,2623,1.917686318131257
913,2,2625,706,3331,3.718130311614731
913,3,4911,639,5550,7.685446009389671
913,4,5552,206,5758,26.95145631067961
913,5,5760,391,6151,14.731457800511508
913,6,6153,366,6519,16.811475409836067
913,7,7321,425,7746,17.225882352941177
913,8,7748,308,8056,25.155844155844157
914,1,15,30,45,0.5
914,2,64,131,195,0.48854961832061067
914,3,210,127,337,1.6535433070866141
914,4,344,230,574,1.4956521739130435
914,5,582,235,817,2.476595744680851
914,6,835,199,1034,4.1959798994974875
914,7,1045,100,1145,10.45
914,8,1154,201,1355,5.741293532338308
914,9,1373,203,1576,6.763546798029557
915,1,24,607,631,0.039538714991762765
915,2,668,692,1360,0.9653179190751445
915,3,1372,638,2010,2.1504702194357366
915,4,2019,616,2635,3.2775974025974026
915,5,2667,577,3244,4.622183708838821
915,6,3258,611,3869,5.332242225859247
916,1,11,447,458,0.024608501118568233
916,2,505,257,762,1.9649805447470816
917,1,23,464,487,0.04956896551724138
917,2,512,122,634,4.19672131147541
917,3,649,507,1156,1.280078895463511
918,1,548,347,895,1.579250720461095
918,2,898,356,1254,2.5224719101123596
918,3,1257,339,1596,3.7079646017699117
918,4,1599,314,1913,5.092356687898089
918,5,1916,121,2037,15.834710743801653
918,6,2055,403,2458,5.099255583126551
919,1,32,588,620,0.05442176870748299
919,2,638,514,1152,1.2412451361867705
919,3,1171,502,1673,2.3326693227091635
920,1,16,341,357,0.0469208211143695
920,2,373,376,749,0.9920212765957447
920,3,765,503,1268,1.5208747514910537
920,4,1285,505,1790,2.5445544554455446
920,5,1811,284,2095,6.376760563380282
920,6,2124,192,2316,11.0625
921,1,42,108,150,0.3888888888888889
921,2,803,747,1550,1.0749665327978581
921,3,2444,769,3213,3.1781534460338103
921,4,3217,756,3973,4.255291005291006
921,5,3996,809,4805,4.939431396786156
